invoice_no,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,total_amount,date,day,month,year,month/year,quarter,week
I160098,Female,36,Clothing,4,1200.32,Cash,1/9/2022,Metrocity,4801.28,2022-09-01,1,9,2022,2022-09,3,35
I243141,Female,54,Clothing,2,600.16,Cash,19/10/2021,Kanyon,1200.32,2021-10-19,19,10,2021,2021-10,4,42
I329713,Male,62,Cosmetics,5,203.3,Credit Card,20/01/2023,Viaport Outlet,1016.5,2023-01-20,20,1,2023,2023-01,1,3
I317441,Female,56,Toys,3,107.52,Debit Card,27/05/2021,Cevahir AVM,322.56,2021-05-27,27,5,2021,2021-05,2,21
I123248,Female,41,Shoes,4,2400.68,Cash,22/06/2022,Viaport Outlet,9602.72,2022-06-22,22,6,2022,2022-06,2,25
I279706,Male,39,Clothing,1,300.08,Cash,26/01/2021,Mall of Istanbul,300.08,2021-01-26,26,1,2021,2021-01,1,4
I323456,Female,43,Clothing,4,1200.32,Credit Card,7/7/2022,Kanyon,4801.28,2022-07-07,7,7,2022,2022-07,3,27
I296043,Male,55,Souvenir,1,11.73,Debit Card,30/05/2022,Metrocity,11.73,2022-05-30,30,5,2022,2022-05,2,22
I337870,Female,39,Books,2,30.3,Cash,1/2/2022,Mall of Istanbul,60.6,2022-02-01,1,2,2022,2022-02,1,5
I152002,Female,37,Food & Beverage,3,15.69,Debit Card,17/11/2021,Mall of Istanbul,47.07,2021-11-17,17,11,2021,2021-11,4,46
I198251,Female,59,Food & Beverage,3,15.69,Credit Card,16/02/2021,Istinye Park,47.07,2021-02-16,16,2,2021,2021-02,1,7
I508256,Female,20,Souvenir,5,58.65,Cash,31/08/2022,Istinye Park,293.25,2022-08-31,31,8,2022,2022-08,3,35
I603214,Female,27,Clothing,2,600.16,Credit Card,6/11/2022,Istinye Park,1200.32,2022-11-06,6,11,2022,2022-11,4,44
I865829,Male,23,Food & Beverage,4,20.92,Cash,18/03/2022,Mall of Istanbul,83.68,2022-03-18,18,3,2022,2022-03,1,11
I158557,Male,27,Cosmetics,2,81.32,Cash,11/10/2022,Emaar Square Mall,162.64,2022-10-11,11,10,2022,2022-10,4,41
I654259,Female,48,Clothing,5,1500.4,Credit Card,8/11/2021,Metrocity,7502.0,2021-11-08,8,11,2021,2021-11,4,45
I889044,Female,33,Clothing,1,300.08,Credit Card,28/05/2021,Metrocity,300.08,2021-05-28,28,5,2021,2021-05,2,21
I111522,Female,67,Toys,1,35.84,Cash,10/5/2021,Kanyon,35.84,2021-05-10,10,5,2021,2021-05,2,19
I811868,Male,36,Clothing,5,1500.4,Credit Card,15/02/2023,Emaar Square Mall,7502.0,2023-02-15,15,2,2023,2023-02,1,7
I113550,Male,49,Books,1,15.15,Cash,12/5/2021,Metrocity,15.15,2021-05-12,12,5,2021,2021-05,2,19
I147789,Female,42,Souvenir,2,23.46,Cash,18/05/2022,Kanyon,46.92,2022-05-18,18,5,2022,2022-05,2,20
I824436,Female,21,Clothing,2,600.16,Credit Card,2/9/2021,Metrocity,1200.32,2021-09-02,2,9,2021,2021-09,3,35
I131493,Male,51,Food & Beverage,3,15.69,Debit Card,3/10/2022,Viaport Outlet,47.07,2022-10-03,3,10,2022,2022-10,4,40
I168409,Female,43,Shoes,2,1200.34,Credit Card,22/05/2021,Zorlu Center,2400.68,2021-05-22,22,5,2021,2021-05,2,20
I260641,Female,52,Clothing,2,600.16,Debit Card,8/5/2022,Emaar Square Mall,1200.32,2022-05-08,8,5,2022,2022-05,2,18
I779872,Female,46,Food & Beverage,4,20.92,Cash,5/6/2021,Mall of Istanbul,83.68,2021-06-05,5,6,2021,2021-06,2,22
I338536,Male,38,Toys,2,71.68,Cash,7/6/2022,Istinye Park,143.36,2022-06-07,7,6,2022,2022-06,2,23
I255004,Female,47,Food & Beverage,5,26.15,Credit Card,24/11/2021,Mall of Istanbul,130.75,2021-11-24,24,11,2021,2021-11,4,47
I317327,Male,66,Clothing,3,900.24,Cash,6/7/2021,Cevahir AVM,2700.7200000000003,2021-07-06,6,7,2021,2021-07,3,27
I213885,Female,34,Shoes,2,1200.34,Credit Card,7/6/2022,Forum Istanbul,2400.68,2022-06-07,7,6,2022,2022-06,2,23
I192334,Female,66,Clothing,5,1500.4,Cash,14/07/2021,Kanyon,7502.0,2021-07-14,14,7,2021,2021-07,3,28
I317460,Male,44,Books,2,30.3,Debit Card,27/05/2022,Emaar Square Mall,60.6,2022-05-27,27,5,2022,2022-05,2,21
I216227,Female,53,Clothing,1,300.08,Credit Card,1/3/2021,Mall of Istanbul,300.08,2021-03-01,1,3,2021,2021-03,1,9
I126391,Male,22,Clothing,1,300.08,Credit Card,26/08/2021,Kanyon,300.08,2021-08-26,26,8,2021,2021-08,3,34
I503856,Female,18,Cosmetics,2,81.32,Credit Card,18/02/2021,Mall of Istanbul,162.64,2021-02-18,18,2,2021,2021-02,1,7
I207201,Female,36,Clothing,2,600.16,Cash,2/4/2022,Metrocity,1200.32,2022-04-02,2,4,2022,2022-04,2,13
I219746,Male,18,Clothing,1,300.08,Credit Card,2/9/2021,Mall of Istanbul,300.08,2021-09-02,2,9,2021,2021-09,3,35
I770138,Male,31,Cosmetics,5,203.3,Credit Card,25/06/2021,Mall of Istanbul,1016.5,2021-06-25,25,6,2021,2021-06,2,25
I194751,Female,24,Cosmetics,4,162.64,Debit Card,6/12/2021,Cevahir AVM,650.56,2021-12-06,6,12,2021,2021-12,4,49
I144999,Female,28,Shoes,2,1200.34,Cash,5/12/2022,Istinye Park,2400.68,2022-12-05,5,12,2022,2022-12,4,49
I237303,Female,59,Books,3,45.45,Cash,26/11/2021,Emaar Square Mall,136.35000000000002,2021-11-26,26,11,2021,2021-11,4,47
I748229,Male,67,Clothing,1,300.08,Cash,17/09/2021,Istinye Park,300.08,2021-09-17,17,9,2021,2021-09,3,37
I663103,Female,58,Shoes,3,1800.51,Cash,15/10/2022,Kanyon,5401.53,2022-10-15,15,10,2022,2022-10,4,41
I139698,Male,26,Shoes,2,1200.34,Cash,15/11/2021,Viaport Outlet,2400.68,2021-11-15,15,11,2021,2021-11,4,46
I972872,Female,42,Food & Beverage,1,5.23,Cash,3/6/2022,Kanyon,5.23,2022-06-03,3,6,2022,2022-06,2,22
I307653,Female,63,Food & Beverage,3,15.69,Cash,16/07/2022,Kanyon,47.07,2022-07-16,16,7,2022,2022-07,3,28
I944149,Male,43,Clothing,5,1500.4,Debit Card,13/01/2023,Mall of Istanbul,7502.0,2023-01-13,13,1,2023,2023-01,1,2
I247226,Female,67,Cosmetics,5,203.3,Debit Card,18/03/2021,Mall of Istanbul,1016.5,2021-03-18,18,3,2021,2021-03,1,11
I146527,Male,39,Clothing,2,600.16,Cash,25/02/2022,Viaport Outlet,1200.32,2022-02-25,25,2,2022,2022-02,1,8
I160729,Female,20,Clothing,2,600.16,Cash,5/4/2021,Metropol AVM,1200.32,2021-04-05,5,4,2021,2021-04,2,14
I317081,Female,53,Clothing,4,1200.32,Cash,7/9/2021,Cevahir AVM,4801.28,2021-09-07,7,9,2021,2021-09,3,36
I874322,Female,60,Clothing,3,900.24,Cash,21/04/2022,Mall of Istanbul,2700.7200000000003,2022-04-21,21,4,2022,2022-04,2,16
I330750,Male,46,Shoes,2,1200.34,Debit Card,28/10/2022,Metrocity,2400.68,2022-10-28,28,10,2022,2022-10,4,43
I107923,Female,47,Food & Beverage,3,15.69,Debit Card,22/11/2021,Mall of Istanbul,47.07,2021-11-22,22,11,2021,2021-11,4,47
I967744,Female,69,Cosmetics,2,81.32,Credit Card,11/3/2021,Forum Istanbul,162.64,2021-03-11,11,3,2021,2021-03,1,10
I657908,Female,63,Food & Beverage,4,20.92,Cash,25/11/2021,Metrocity,83.68,2021-11-25,25,11,2021,2021-11,4,47
I208801,Male,32,Clothing,3,900.24,Cash,15/01/2023,Kanyon,2700.7200000000003,2023-01-15,15,1,2023,2023-01,1,2
I201235,Female,66,Clothing,3,900.24,Cash,27/01/2022,Metrocity,2700.7200000000003,2022-01-27,27,1,2022,2022-01,1,4
I734160,Female,62,Shoes,2,1200.34,Credit Card,5/8/2021,Kanyon,2400.68,2021-08-05,5,8,2021,2021-08,3,31
I123581,Female,45,Shoes,3,1800.51,Credit Card,5/2/2023,Istinye Park,5401.53,2023-02-05,5,2,2023,2023-02,1,5
I795595,Female,65,Clothing,4,1200.32,Credit Card,22/04/2022,Mall of Istanbul,4801.28,2022-04-22,22,4,2022,2022-04,2,16
I427885,Male,37,Food & Beverage,2,10.46,Credit Card,21/09/2022,Mall of Istanbul,20.92,2022-09-21,21,9,2022,2022-09,3,38
I647496,Male,50,Cosmetics,1,40.66,Cash,27/02/2021,Kanyon,40.66,2021-02-27,27,2,2021,2021-02,1,8
I136085,Female,58,Clothing,1,300.08,Cash,28/06/2021,Viaport Outlet,300.08,2021-06-28,28,6,2021,2021-06,2,26
I211100,Female,62,Books,5,75.75,Credit Card,21/02/2023,Forum Istanbul,378.75,2023-02-21,21,2,2023,2023-02,1,8
I136039,Female,46,Clothing,3,900.24,Credit Card,21/02/2023,Forum Istanbul,2700.7200000000003,2023-02-21,21,2,2023,2023-02,1,8
I464310,Female,45,Technology,2,2100.0,Cash,1/7/2021,Zorlu Center,4200.0,2021-07-01,1,7,2021,2021-07,3,26
I286180,Female,24,Food & Beverage,1,5.23,Credit Card,1/3/2023,Emaar Square Mall,5.23,2023-03-01,1,3,2023,2023-03,1,9
I255499,Male,62,Clothing,2,600.16,Credit Card,20/01/2023,Metrocity,1200.32,2023-01-20,20,1,2023,2023-01,1,3
I264911,Female,53,Clothing,3,900.24,Debit Card,10/1/2022,Mall of Istanbul,2700.7200000000003,2022-01-10,10,1,2022,2022-01,1,2
I404979,Female,41,Food & Beverage,5,26.15,Debit Card,26/01/2022,Metrocity,130.75,2022-01-26,26,1,2022,2022-01,1,4
I103937,Male,19,Clothing,3,900.24,Cash,30/07/2021,Metropol AVM,2700.7200000000003,2021-07-30,30,7,2021,2021-07,3,30
I103593,Female,65,Food & Beverage,1,5.23,Credit Card,17/12/2022,Metropol AVM,5.23,2022-12-17,17,12,2022,2022-12,4,50
I216245,Female,42,Clothing,1,300.08,Cash,14/05/2022,Metrocity,300.08,2022-05-14,14,5,2022,2022-05,2,19
I317234,Female,67,Shoes,1,600.17,Cash,1/12/2022,Mall of Istanbul,600.17,2022-12-01,1,12,2022,2022-12,4,48
I310211,Female,31,Clothing,2,600.16,Cash,31/12/2021,Forum Istanbul,1200.32,2021-12-31,31,12,2021,2021-12,4,52
I574368,Male,42,Clothing,3,900.24,Credit Card,18/03/2022,Kanyon,2700.7200000000003,2022-03-18,18,3,2022,2022-03,1,11
I178957,Female,52,Books,2,30.3,Debit Card,19/09/2021,Istinye Park,60.6,2021-09-19,19,9,2021,2021-09,3,37
I281227,Male,46,Clothing,5,1500.4,Cash,30/04/2021,Mall of Istanbul,7502.0,2021-04-30,30,4,2021,2021-04,2,17
I614118,Male,37,Shoes,4,2400.68,Cash,7/8/2022,Mall of Istanbul,9602.72,2022-08-07,7,8,2022,2022-08,3,31
I107789,Female,41,Toys,3,107.52,Credit Card,26/05/2021,Istinye Park,322.56,2021-05-26,26,5,2021,2021-05,2,21
I814824,Male,46,Cosmetics,3,121.98,Debit Card,8/12/2021,Mall of Istanbul,365.94,2021-12-08,8,12,2021,2021-12,4,49
I258944,Female,30,Cosmetics,1,40.66,Cash,9/7/2022,Kanyon,40.66,2022-07-09,9,7,2022,2022-07,3,27
I125921,Female,43,Cosmetics,3,121.98,Cash,1/11/2022,Cevahir AVM,365.94,2022-11-01,1,11,2022,2022-11,4,44
I185109,Male,32,Clothing,5,1500.4,Credit Card,26/05/2021,Metropol AVM,7502.0,2021-05-26,26,5,2021,2021-05,2,21
I106677,Male,51,Clothing,3,900.24,Debit Card,17/03/2022,Metropol AVM,2700.7200000000003,2022-03-17,17,3,2022,2022-03,1,11
I494362,Male,45,Clothing,1,300.08,Debit Card,3/2/2022,Mall of Istanbul,300.08,2022-02-03,3,2,2022,2022-02,1,5
I220048,Female,18,Clothing,5,1500.4,Credit Card,31/01/2021,Mall of Istanbul,7502.0,2021-01-31,31,1,2021,2021-01,1,4
I323633,Female,44,Food & Beverage,2,10.46,Credit Card,4/2/2022,Forum Istanbul,20.92,2022-02-04,4,2,2022,2022-02,1,5
I675479,Female,40,Food & Beverage,2,10.46,Debit Card,26/01/2023,Metropol AVM,20.92,2023-01-26,26,1,2023,2023-01,1,4
I374740,Female,22,Books,4,60.6,Cash,8/12/2021,Emaar Square Mall,242.4,2021-12-08,8,12,2021,2021-12,4,49
I763964,Male,19,Food & Beverage,4,20.92,Cash,22/03/2021,Metrocity,83.68,2021-03-22,22,3,2021,2021-03,1,12
I171608,Male,19,Clothing,2,600.16,Cash,28/01/2021,Metrocity,1200.32,2021-01-28,28,1,2021,2021-01,1,4
I142677,Male,20,Clothing,5,1500.4,Debit Card,31/05/2022,Zorlu Center,7502.0,2022-05-31,31,5,2022,2022-05,2,22
I321689,Male,63,Clothing,3,900.24,Cash,7/3/2022,Mall of Istanbul,2700.7200000000003,2022-03-07,7,3,2022,2022-03,1,10
I858905,Male,61,Clothing,1,300.08,Credit Card,25/05/2022,Cevahir AVM,300.08,2022-05-25,25,5,2022,2022-05,2,21
I195217,Male,56,Souvenir,2,23.46,Cash,20/07/2022,Mall of Istanbul,46.92,2022-07-20,20,7,2022,2022-07,3,29
I125966,Male,55,Clothing,1,300.08,Debit Card,21/05/2022,Kanyon,300.08,2022-05-21,21,5,2022,2022-05,2,20
I287776,Female,53,Cosmetics,4,162.64,Cash,4/9/2022,Metrocity,650.56,2022-09-04,4,9,2022,2022-09,3,35
I284340,Female,69,Clothing,1,300.08,Credit Card,28/03/2021,Forum Istanbul,300.08,2021-03-28,28,3,2021,2021-03,1,12
I643296,Female,41,Cosmetics,4,162.64,Cash,6/2/2023,Mall of Istanbul,650.56,2023-02-06,6,2,2023,2023-02,1,6
I138827,Female,63,Food & Beverage,3,15.69,Cash,22/01/2021,Mall of Istanbul,47.07,2021-01-22,22,1,2021,2021-01,1,3
I336375,Male,44,Clothing,5,1500.4,Credit Card,18/01/2023,Kanyon,7502.0,2023-01-18,18,1,2023,2023-01,1,3
I298919,Male,59,Cosmetics,4,162.64,Cash,6/2/2022,Cevahir AVM,650.56,2022-02-06,6,2,2022,2022-02,1,5
I128262,Male,18,Toys,4,143.36,Cash,2/5/2021,Mall of Istanbul,573.44,2021-05-02,2,5,2021,2021-05,2,17
I126200,Female,65,Cosmetics,1,40.66,Cash,25/09/2021,Mall of Istanbul,40.66,2021-09-25,25,9,2021,2021-09,3,38
I362760,Male,47,Clothing,3,900.24,Cash,25/01/2022,Metrocity,2700.7200000000003,2022-01-25,25,1,2022,2022-01,1,4
I183891,Female,40,Clothing,3,900.24,Debit Card,15/11/2022,Mall of Istanbul,2700.7200000000003,2022-11-15,15,11,2022,2022-11,4,46
I310243,Female,55,Food & Beverage,2,10.46,Cash,22/02/2022,Kanyon,20.92,2022-02-22,22,2,2022,2022-02,1,8
I175514,Male,55,Clothing,2,600.16,Cash,16/04/2022,Metrocity,1200.32,2022-04-16,16,4,2022,2022-04,2,15
I162438,Female,35,Toys,1,35.84,Credit Card,31/10/2021,Mall of Istanbul,35.84,2021-10-31,31,10,2021,2021-10,4,43
I114852,Male,31,Toys,1,35.84,Credit Card,16/07/2022,Mall of Istanbul,35.84,2022-07-16,16,7,2022,2022-07,3,28
I300901,Male,61,Clothing,1,300.08,Cash,7/12/2022,Forum Istanbul,300.08,2022-12-07,7,12,2022,2022-12,4,49
I259781,Female,60,Clothing,2,600.16,Credit Card,13/04/2022,Kanyon,1200.32,2022-04-13,13,4,2022,2022-04,2,15
I705996,Female,27,Souvenir,5,58.65,Debit Card,23/09/2021,Metrocity,293.25,2021-09-23,23,9,2021,2021-09,3,38
I218807,Male,46,Clothing,1,300.08,Debit Card,11/12/2021,Kanyon,300.08,2021-12-11,11,12,2021,2021-12,4,49
I228133,Male,49,Cosmetics,4,162.64,Cash,20/10/2021,Metrocity,650.56,2021-10-20,20,10,2021,2021-10,4,42
I690294,Male,67,Food & Beverage,5,26.15,Debit Card,21/04/2021,Istinye Park,130.75,2021-04-21,21,4,2021,2021-04,2,16
I259252,Male,48,Cosmetics,5,203.3,Cash,25/06/2021,Kanyon,1016.5,2021-06-25,25,6,2021,2021-06,2,25
I384747,Female,46,Toys,1,35.84,Credit Card,18/02/2023,Viaport Outlet,35.84,2023-02-18,18,2,2023,2023-02,1,7
I145046,Female,61,Cosmetics,1,40.66,Cash,1/9/2021,Forum Istanbul,40.66,2021-09-01,1,9,2021,2021-09,3,35
I312693,Female,38,Shoes,4,2400.68,Credit Card,19/03/2021,Mall of Istanbul,9602.72,2021-03-19,19,3,2021,2021-03,1,11
I211198,Female,60,Shoes,2,1200.34,Cash,1/8/2021,Cevahir AVM,2400.68,2021-08-01,1,8,2021,2021-08,3,30
I331037,Male,35,Food & Beverage,2,10.46,Debit Card,11/11/2022,Mall of Istanbul,20.92,2022-11-11,11,11,2022,2022-11,4,45
I533959,Male,35,Food & Beverage,5,26.15,Debit Card,8/4/2021,Metrocity,130.75,2021-04-08,8,4,2021,2021-04,2,14
I286612,Female,58,Shoes,1,600.17,Credit Card,30/10/2022,Mall of Istanbul,600.17,2022-10-30,30,10,2022,2022-10,4,43
I809673,Male,36,Clothing,4,1200.32,Debit Card,25/07/2021,Metropol AVM,4801.28,2021-07-25,25,7,2021,2021-07,3,29
I624825,Female,19,Clothing,3,900.24,Cash,12/10/2022,Zorlu Center,2700.7200000000003,2022-10-12,12,10,2022,2022-10,4,41
I289876,Male,35,Food & Beverage,1,5.23,Credit Card,1/4/2021,Kanyon,5.23,2021-04-01,1,4,2021,2021-04,2,13
I710258,Female,19,Clothing,4,1200.32,Credit Card,6/9/2022,Kanyon,4801.28,2022-09-06,6,9,2022,2022-09,3,36
I865325,Female,22,Souvenir,5,58.65,Cash,26/02/2023,Mall of Istanbul,293.25,2023-02-26,26,2,2023,2023-02,1,8
I169069,Female,18,Toys,1,35.84,Credit Card,2/2/2023,Kanyon,35.84,2023-02-02,2,2,2023,2023-02,1,5
I290081,Female,24,Clothing,1,300.08,Cash,6/5/2021,Metropol AVM,300.08,2021-05-06,6,5,2021,2021-05,2,18
I850591,Male,63,Clothing,2,600.16,Credit Card,28/08/2021,Mall of Istanbul,1200.32,2021-08-28,28,8,2021,2021-08,3,34
I309017,Female,31,Cosmetics,3,121.98,Cash,13/12/2022,Zorlu Center,365.94,2022-12-13,13,12,2022,2022-12,4,50
I259674,Female,23,Books,4,60.6,Cash,22/11/2021,Kanyon,242.4,2021-11-22,22,11,2021,2021-11,4,47
I158847,Male,45,Shoes,5,3000.85,Credit Card,20/02/2021,Kanyon,15004.25,2021-02-20,20,2,2021,2021-02,1,7
I288053,Male,34,Toys,1,35.84,Debit Card,2/4/2022,Istinye Park,35.84,2022-04-02,2,4,2022,2022-04,2,13
I149928,Male,64,Clothing,1,300.08,Debit Card,7/12/2022,Metrocity,300.08,2022-12-07,7,12,2022,2022-12,4,49
I245695,Female,32,Clothing,5,1500.4,Credit Card,22/06/2021,Zorlu Center,7502.0,2021-06-22,22,6,2021,2021-06,2,25
I601516,Female,21,Clothing,2,600.16,Cash,20/04/2021,Istinye Park,1200.32,2021-04-20,20,4,2021,2021-04,2,16
I115241,Female,55,Clothing,5,1500.4,Debit Card,27/09/2022,Metrocity,7502.0,2022-09-27,27,9,2022,2022-09,3,39
I790230,Male,68,Cosmetics,4,162.64,Credit Card,3/10/2022,Cevahir AVM,650.56,2022-10-03,3,10,2022,2022-10,4,40
I767543,Male,48,Food & Beverage,5,26.15,Credit Card,16/07/2021,Mall of Istanbul,130.75,2021-07-16,16,7,2021,2021-07,3,28
I297716,Male,19,Food & Beverage,4,20.92,Credit Card,4/1/2021,Mall of Istanbul,83.68,2021-01-04,4,1,2021,2021-01,1,1
I208355,Female,58,Clothing,4,1200.32,Debit Card,4/1/2021,Kanyon,4801.28,2021-01-04,4,1,2021,2021-01,1,1
I228898,Female,65,Food & Beverage,3,15.69,Credit Card,18/10/2022,Metropol AVM,47.07,2022-10-18,18,10,2022,2022-10,4,42
I131740,Male,37,Clothing,4,1200.32,Credit Card,24/02/2021,Metrocity,4801.28,2021-02-24,24,2,2021,2021-02,1,8
I302680,Male,63,Toys,4,143.36,Credit Card,17/03/2021,Mall of Istanbul,573.44,2021-03-17,17,3,2021,2021-03,1,11
I283473,Male,64,Shoes,1,600.17,Credit Card,30/05/2022,Mall of Istanbul,600.17,2022-05-30,30,5,2022,2022-05,2,22
I319619,Male,50,Technology,5,5250.0,Cash,7/12/2022,Mall of Istanbul,26250.0,2022-12-07,7,12,2022,2022-12,4,49
I173203,Female,54,Clothing,5,1500.4,Cash,3/10/2021,Mall of Istanbul,7502.0,2021-10-03,3,10,2021,2021-10,4,39
I262496,Male,22,Technology,3,3150.0,Debit Card,28/02/2022,Kanyon,9450.0,2022-02-28,28,2,2022,2022-02,1,9
I113519,Male,37,Cosmetics,2,81.32,Debit Card,23/11/2022,Istinye Park,162.64,2022-11-23,23,11,2022,2022-11,4,47
I373864,Female,69,Clothing,3,900.24,Cash,1/1/2021,Mall of Istanbul,2700.7200000000003,2021-01-01,1,1,2021,2021-01,1,53
I274389,Female,68,Cosmetics,4,162.64,Cash,17/05/2022,Kanyon,650.56,2022-05-17,17,5,2022,2022-05,2,20
I140368,Female,61,Clothing,3,900.24,Cash,5/2/2023,Viaport Outlet,2700.7200000000003,2023-02-05,5,2,2023,2023-02,1,5
I662100,Female,49,Clothing,3,900.24,Cash,11/2/2022,Zorlu Center,2700.7200000000003,2022-02-11,11,2,2022,2022-02,1,6
I153193,Female,55,Technology,1,1050.0,Credit Card,13/04/2021,Metrocity,1050.0,2021-04-13,13,4,2021,2021-04,2,15
I446690,Male,59,Food & Beverage,3,15.69,Credit Card,17/03/2022,Kanyon,47.07,2022-03-17,17,3,2022,2022-03,1,11
I329771,Female,23,Technology,3,3150.0,Credit Card,14/02/2023,Kanyon,9450.0,2023-02-14,14,2,2023,2023-02,1,7
I280525,Female,58,Clothing,4,1200.32,Debit Card,22/01/2022,Mall of Istanbul,4801.28,2022-01-22,22,1,2022,2022-01,1,3
I175538,Female,27,Clothing,2,600.16,Cash,27/02/2022,Istinye Park,1200.32,2022-02-27,27,2,2022,2022-02,1,8
I289331,Male,53,Clothing,4,1200.32,Credit Card,2/12/2022,Forum Istanbul,4801.28,2022-12-02,2,12,2022,2022-12,4,48
I823661,Female,26,Clothing,5,1500.4,Cash,8/1/2022,Istinye Park,7502.0,2022-01-08,8,1,2022,2022-01,1,1
I611593,Male,68,Technology,4,4200.0,Credit Card,26/06/2022,Cevahir AVM,16800.0,2022-06-26,26,6,2022,2022-06,2,25
I316165,Male,66,Clothing,4,1200.32,Cash,31/03/2022,Metropol AVM,4801.28,2022-03-31,31,3,2022,2022-03,1,13
I382811,Female,64,Books,2,30.3,Cash,5/7/2021,Metrocity,60.6,2021-07-05,5,7,2021,2021-07,3,27
I317324,Female,34,Clothing,3,900.24,Cash,28/06/2021,Cevahir AVM,2700.7200000000003,2021-06-28,28,6,2021,2021-06,2,26
I326013,Female,65,Toys,2,71.68,Debit Card,6/11/2022,Kanyon,143.36,2022-11-06,6,11,2022,2022-11,4,44
I222195,Male,20,Clothing,1,300.08,Debit Card,12/9/2022,Kanyon,300.08,2022-09-12,12,9,2022,2022-09,3,37
I439624,Female,48,Cosmetics,5,203.3,Debit Card,1/8/2021,Kanyon,1016.5,2021-08-01,1,8,2021,2021-08,3,30
I139248,Female,18,Souvenir,1,11.73,Cash,6/3/2022,Viaport Outlet,11.73,2022-03-06,6,3,2022,2022-03,1,9
I607770,Male,47,Souvenir,4,46.92,Credit Card,25/02/2022,Istinye Park,187.68,2022-02-25,25,2,2022,2022-02,1,8
I272584,Female,19,Food & Beverage,1,5.23,Cash,15/08/2021,Metrocity,5.23,2021-08-15,15,8,2021,2021-08,3,32
I840799,Female,32,Cosmetics,1,40.66,Cash,13/08/2022,Mall of Istanbul,40.66,2022-08-13,13,8,2022,2022-08,3,32
I163401,Male,30,Clothing,1,300.08,Cash,26/08/2021,Kanyon,300.08,2021-08-26,26,8,2021,2021-08,3,34
I223266,Female,54,Clothing,2,600.16,Debit Card,26/12/2021,Mall of Istanbul,1200.32,2021-12-26,26,12,2021,2021-12,4,51
I263027,Male,33,Clothing,3,900.24,Debit Card,15/05/2022,Kanyon,2700.7200000000003,2022-05-15,15,5,2022,2022-05,2,19
I219219,Female,56,Shoes,2,1200.34,Credit Card,18/05/2022,Forum Istanbul,2400.68,2022-05-18,18,5,2022,2022-05,2,20
I507694,Male,67,Shoes,5,3000.85,Credit Card,19/09/2022,Emaar Square Mall,15004.25,2022-09-19,19,9,2022,2022-09,3,38
I204581,Male,52,Clothing,4,1200.32,Cash,18/03/2021,Metrocity,4801.28,2021-03-18,18,3,2021,2021-03,1,11
I115677,Female,19,Cosmetics,5,203.3,Credit Card,27/01/2023,Mall of Istanbul,1016.5,2023-01-27,27,1,2023,2023-01,1,4
I122744,Female,69,Cosmetics,3,121.98,Cash,20/06/2021,Metropol AVM,365.94,2021-06-20,20,6,2021,2021-06,2,24
I403681,Male,32,Toys,3,107.52,Cash,26/08/2021,Kanyon,322.56,2021-08-26,26,8,2021,2021-08,3,34
I138477,Female,19,Books,2,30.3,Debit Card,18/07/2021,Forum Istanbul,60.6,2021-07-18,18,7,2021,2021-07,3,28
I334893,Female,66,Technology,2,2100.0,Cash,5/2/2022,Kanyon,4200.0,2022-02-05,5,2,2022,2022-02,1,5
I133663,Female,68,Clothing,3,900.24,Cash,12/11/2022,Kanyon,2700.7200000000003,2022-11-12,12,11,2022,2022-11,4,45
I181899,Male,47,Food & Beverage,1,5.23,Credit Card,29/06/2022,Kanyon,5.23,2022-06-29,29,6,2022,2022-06,2,26
I323477,Male,60,Food & Beverage,2,10.46,Credit Card,19/10/2022,Mall of Istanbul,20.92,2022-10-19,19,10,2022,2022-10,4,42
I793535,Female,52,Food & Beverage,5,26.15,Debit Card,2/3/2021,Cevahir AVM,130.75,2021-03-02,2,3,2021,2021-03,1,9
I892480,Female,31,Food & Beverage,3,15.69,Credit Card,5/12/2021,Emaar Square Mall,47.07,2021-12-05,5,12,2021,2021-12,4,48
I288750,Female,48,Food & Beverage,2,10.46,Credit Card,9/1/2021,Metrocity,20.92,2021-01-09,9,1,2021,2021-01,1,1
I299851,Male,65,Clothing,1,300.08,Cash,29/09/2022,Cevahir AVM,300.08,2022-09-29,29,9,2022,2022-09,3,39
I196309,Female,55,Food & Beverage,4,20.92,Cash,30/03/2022,Kanyon,83.68,2022-03-30,30,3,2022,2022-03,1,13
I870456,Female,38,Clothing,5,1500.4,Credit Card,3/1/2022,Metropol AVM,7502.0,2022-01-03,3,1,2022,2022-01,1,1
I598024,Male,37,Cosmetics,2,81.32,Credit Card,20/07/2022,Metrocity,162.64,2022-07-20,20,7,2022,2022-07,3,29
I148615,Male,55,Clothing,3,900.24,Cash,20/02/2023,Istinye Park,2700.7200000000003,2023-02-20,20,2,2023,2023-02,1,8
I136807,Female,22,Clothing,5,1500.4,Cash,21/08/2021,Forum Istanbul,7502.0,2021-08-21,21,8,2021,2021-08,3,33
I356065,Female,69,Clothing,2,600.16,Cash,22/11/2022,Mall of Istanbul,1200.32,2022-11-22,22,11,2022,2022-11,4,47
I176144,Male,50,Clothing,5,1500.4,Debit Card,13/02/2023,Viaport Outlet,7502.0,2023-02-13,13,2,2023,2023-02,1,7
I435298,Female,26,Clothing,5,1500.4,Credit Card,25/01/2022,Metrocity,7502.0,2022-01-25,25,1,2022,2022-01,1,4
